               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.020728,           0.0074761,          0.00068162,             0.99811,                   1,               0.995,              0.8402,            0.014109,           0.0032816,          0.00037057,            0.004852,            0.004852,            0.004852
                 158,            0.020312,           0.0074636,          0.00065281,             0.99815,                   1,               0.995,             0.81218,            0.014117,           0.0032431,          0.00036495,            0.004819,            0.004819,            0.004819
                 159,            0.020129,           0.0077575,          0.00068469,              0.9984,                   1,               0.995,             0.85181,            0.012908,           0.0030225,          0.00037123,            0.004786,            0.004786,            0.004786
                 160,            0.019567,           0.0079073,          0.00077499,             0.99827,                   1,               0.995,             0.85599,             0.01284,           0.0030776,          0.00037959,            0.004753,            0.004753,            0.004753
                 161,            0.019632,           0.0082266,          0.00077151,             0.99836,                   1,               0.995,             0.85712,            0.011974,           0.0031012,          0.00039207,             0.00472,             0.00472,             0.00472
                 162,              0.0193,            0.007727,          0.00059872,             0.99843,                   1,               0.995,             0.84354,            0.012407,           0.0032354,          0.00037817,            0.004687,            0.004687,            0.004687
                 163,            0.019997,           0.0075529,          0.00064251,             0.99838,                   1,               0.995,             0.84239,            0.013051,           0.0032465,          0.00035218,            0.004654,            0.004654,            0.004654
                 164,              0.0197,           0.0078123,          0.00061699,             0.99832,             0.99687,               0.995,             0.81955,            0.013161,           0.0032019,           0.0003414,            0.004621,            0.004621,            0.004621
                 165,            0.019083,           0.0077443,           0.0007001,              0.9983,                   1,               0.995,             0.86916,             0.01249,           0.0031008,          0.00033579,            0.004588,            0.004588,            0.004588
                 166,            0.019418,           0.0074509,          0.00057469,              0.9986,                   1,               0.995,              0.8438,            0.012892,           0.0032072,          0.00033534,            0.004555,            0.004555,            0.004555
                 167,            0.018686,           0.0071397,          0.00075728,             0.99849,                   1,               0.995,             0.85028,            0.012712,            0.003204,          0.00033076,            0.004522,            0.004522,            0.004522
                 168,            0.020194,           0.0073676,          0.00092535,             0.99907,                   1,               0.995,             0.84879,              0.0126,           0.0030419,          0.00032835,            0.004489,            0.004489,            0.004489
                 169,            0.020186,           0.0080273,          0.00059417,             0.99912,                   1,               0.995,             0.86678,            0.012305,           0.0029976,          0.00033699,            0.004456,            0.004456,            0.004456
                 170,            0.019405,           0.0067278,          0.00047983,             0.99909,                   1,               0.995,             0.86036,            0.012858,           0.0030486,          0.00033986,            0.004423,            0.004423,            0.004423
                 171,            0.018802,           0.0075173,          0.00054732,             0.99925,                   1,               0.995,             0.87029,            0.011952,           0.0030045,          0.00033715,             0.00439,             0.00439,             0.00439
                 172,            0.019564,           0.0071808,           0.0006028,             0.99898,                   1,               0.995,             0.86372,             0.01268,           0.0030415,          0.00033725,            0.004357,            0.004357,            0.004357
                 173,            0.018969,           0.0070076,          0.00075301,             0.99872,                   1,               0.995,             0.86625,            0.011589,            0.003046,          0.00033827,            0.004324,            0.004324,            0.004324
                 174,            0.018945,           0.0073891,          0.00055622,             0.99889,                   1,               0.995,             0.87146,            0.011615,           0.0030267,          0.00033479,            0.004291,            0.004291,            0.004291
                 175,            0.018417,           0.0071658,          0.00049673,             0.99891,                   1,               0.995,             0.86948,            0.011586,           0.0029817,          0.00032816,            0.004258,            0.004258,            0.004258
                 176,            0.019964,           0.0073707,           0.0005217,             0.99867,                   1,               0.995,             0.85373,            0.012336,           0.0029842,          0.00032905,            0.004225,            0.004225,            0.004225
                 177,            0.019054,            0.006644,          0.00053229,             0.99922,                   1,               0.995,             0.85868,            0.011954,           0.0029718,          0.00031767,            0.004192,            0.004192,            0.004192
                 178,            0.018469,           0.0074538,           0.0004396,              0.9989,                   1,               0.995,               0.847,            0.012853,           0.0030174,          0.00031082,            0.004159,            0.004159,            0.004159
                 179,            0.019561,           0.0072872,          0.00064494,               0.999,                   1,               0.995,             0.87421,            0.011801,           0.0028815,          0.00031232,            0.004126,            0.004126,            0.004126
                 180,            0.019889,           0.0082974,          0.00062401,             0.99875,                   1,               0.995,             0.86519,             0.01167,           0.0029212,          0.00031639,            0.004093,            0.004093,            0.004093
                 181,            0.017451,           0.0063613,          0.00060571,             0.99884,                   1,               0.995,             0.87595,            0.011078,           0.0027931,          0.00030839,             0.00406,             0.00406,             0.00406
                 182,            0.017953,           0.0065289,          0.00050297,             0.99889,                   1,               0.995,             0.85783,            0.011817,           0.0027965,          0.00029542,            0.004027,            0.004027,            0.004027
                 183,            0.019426,           0.0064837,          0.00045649,             0.99897,                   1,               0.995,             0.87206,            0.010562,           0.0027589,          0.00028644,            0.003994,            0.003994,            0.003994
                 184,            0.018423,           0.0075716,          0.00070318,             0.99895,                   1,               0.995,             0.87721,            0.011059,           0.0028524,          0.00029316,            0.003961,            0.003961,            0.003961
                 185,            0.017468,           0.0066236,          0.00050858,             0.99886,                   1,               0.995,             0.88645,            0.010652,           0.0028521,          0.00031517,            0.003928,            0.003928,            0.003928
                 186,            0.016387,           0.0072777,           0.0006183,             0.99903,                   1,               0.995,             0.87151,            0.011245,           0.0028133,          0.00032921,            0.003895,            0.003895,            0.003895
                 187,            0.017145,           0.0068347,          0.00063856,             0.99903,                   1,               0.995,             0.87408,            0.011471,           0.0027858,          0.00033432,            0.003862,            0.003862,            0.003862
                 188,            0.018319,           0.0063127,          0.00060095,             0.99883,                   1,               0.995,             0.84841,            0.012344,            0.002879,           0.0003275,            0.003829,            0.003829,            0.003829
                 189,            0.018043,            0.006971,          0.00046329,             0.99881,                   1,               0.995,             0.87366,            0.010685,           0.0026578,          0.00031422,            0.003796,            0.003796,            0.003796
                 190,             0.01712,           0.0068441,          0.00044748,             0.99903,                   1,               0.995,             0.87268,            0.011425,           0.0027382,          0.00030258,            0.003763,            0.003763,            0.003763
                 191,             0.01808,           0.0071593,          0.00074019,             0.99897,                   1,               0.995,             0.87285,             0.01113,           0.0027931,          0.00028516,             0.00373,             0.00373,             0.00373
                 192,            0.017379,           0.0063956,          0.00040987,               0.999,                   1,               0.995,             0.87295,            0.010508,            0.002748,          0.00027523,            0.003697,            0.003697,            0.003697
                 193,            0.017729,           0.0063258,          0.00033997,               0.999,                   1,               0.995,             0.88244,            0.010486,           0.0027405,          0.00027232,            0.003664,            0.003664,            0.003664
                 194,            0.016984,           0.0063095,          0.00041758,             0.99902,                   1,               0.995,             0.87879,             0.01042,           0.0027643,          0.00027667,            0.003631,            0.003631,            0.003631
                 195,            0.016212,           0.0062516,          0.00050018,             0.99913,                   1,               0.995,             0.87816,            0.010141,           0.0027297,          0.00029497,            0.003598,            0.003598,            0.003598
                 196,            0.017034,           0.0066026,          0.00059308,             0.99917,                   1,               0.995,             0.87866,            0.010415,            0.002734,          0.00030172,            0.003565,            0.003565,            0.003565
                 197,            0.017165,            0.006505,          0.00048018,             0.99937,                   1,               0.995,             0.87314,            0.010294,            0.002672,          0.00029749,            0.003532,            0.003532,            0.003532
                 198,            0.016373,           0.0059492,          0.00063377,             0.99921,                   1,               0.995,             0.87106,             0.01084,           0.0026972,          0.00029585,            0.003499,            0.003499,            0.003499
                 199,             0.01698,           0.0065695,          0.00056847,             0.99914,                   1,               0.995,             0.87902,            0.010226,           0.0026652,          0.00029184,            0.003466,            0.003466,            0.003466
                 200,            0.016274,           0.0067381,          0.00069546,             0.99905,                   1,               0.995,             0.88779,           0.0098028,           0.0026303,          0.00029124,            0.003433,            0.003433,            0.003433
                 201,            0.016032,           0.0061425,          0.00051137,             0.99941,                   1,               0.995,             0.88476,            0.010073,           0.0026595,          0.00029539,              0.0034,              0.0034,              0.0034
                 202,             0.01687,           0.0064936,          0.00052014,             0.99901,                   1,               0.995,             0.87651,            0.010638,           0.0028556,          0.00029392,            0.003367,            0.003367,            0.003367
                 203,            0.016908,           0.0077085,          0.00065704,             0.99915,                   1,               0.995,              0.8886,            0.010473,           0.0027277,          0.00028071,            0.003334,            0.003334,            0.003334
                 204,             0.01639,           0.0070225,          0.00038774,             0.99915,                   1,               0.995,             0.88412,            0.010603,           0.0025928,          0.00026858,            0.003301,            0.003301,            0.003301
                 205,            0.016193,           0.0072329,          0.00056321,             0.99884,                   1,               0.995,             0.89529,           0.0098554,           0.0025234,          0.00025817,            0.003268,            0.003268,            0.003268
                 206,            0.016486,           0.0062978,          0.00045151,             0.99876,                   1,               0.995,             0.89452,           0.0099162,           0.0025189,          0.00025234,            0.003235,            0.003235,            0.003235
                 207,             0.01716,           0.0061091,          0.00048487,             0.99854,                   1,               0.995,             0.88938,            0.010094,           0.0025733,          0.00025054,            0.003202,            0.003202,            0.003202
                 208,            0.016542,           0.0061582,           0.0012649,             0.99866,                   1,               0.995,              0.8805,           0.0099815,           0.0025969,          0.00025067,            0.003169,            0.003169,            0.003169
                 209,            0.016175,           0.0066409,          0.00040403,             0.99909,                   1,               0.995,             0.88345,           0.0097911,            0.002577,          0.00025125,            0.003136,            0.003136,            0.003136
                 210,            0.016542,           0.0068046,          0.00053478,             0.99923,                   1,               0.995,             0.88477,            0.010377,           0.0026189,          0.00025674,            0.003103,            0.003103,            0.003103
                 211,            0.015749,           0.0062569,          0.00042801,             0.99906,                   1,               0.995,             0.89909,           0.0098357,           0.0024802,          0.00026109,             0.00307,             0.00307,             0.00307
                 212,             0.01631,           0.0058996,          0.00041487,             0.99917,                   1,               0.995,             0.89261,           0.0098387,           0.0024698,          0.00026049,            0.003037,            0.003037,            0.003037
                 213,            0.015922,           0.0060985,          0.00071099,             0.99907,                   1,               0.995,             0.90369,            0.009097,           0.0024093,          0.00025449,            0.003004,            0.003004,            0.003004
                 214,            0.015942,           0.0063768,          0.00065579,             0.99907,                   1,               0.995,             0.89842,           0.0091672,           0.0024865,          0.00025252,            0.002971,            0.002971,            0.002971
                 215,            0.015574,           0.0062059,          0.00042228,             0.99924,                   1,               0.995,             0.89865,           0.0092703,           0.0025135,          0.00024494,            0.002938,            0.002938,            0.002938
                 216,            0.015716,           0.0061548,          0.00060381,             0.99916,                   1,               0.995,              0.9032,           0.0091193,           0.0024228,          0.00023807,            0.002905,            0.002905,            0.002905
                 217,            0.016369,           0.0065275,           0.0005339,             0.99908,                   1,               0.995,             0.90215,           0.0093772,           0.0024686,          0.00023466,            0.002872,            0.002872,            0.002872
                 218,            0.015094,            0.006558,          0.00067749,             0.99912,                   1,               0.995,             0.90783,            0.009526,           0.0024157,          0.00023165,            0.002839,            0.002839,            0.002839
                 219,            0.014169,           0.0058456,          0.00036159,             0.99891,                   1,               0.995,             0.90646,            0.008929,            0.002405,          0.00023508,            0.002806,            0.002806,            0.002806
                 220,            0.015078,           0.0059528,          0.00039607,             0.99895,                   1,               0.995,              0.9065,           0.0092831,           0.0024488,           0.0002325,            0.002773,            0.002773,            0.002773
                 221,            0.016424,           0.0064905,          0.00041771,             0.99903,                   1,               0.995,             0.90192,            0.010759,           0.0025833,          0.00023575,             0.00274,             0.00274,             0.00274
                 222,            0.015852,           0.0060207,          0.00036935,             0.99898,                   1,               0.995,             0.90835,            0.009757,           0.0025196,           0.0002367,            0.002707,            0.002707,            0.002707
                 223,            0.014296,           0.0060306,          0.00071982,             0.99907,                   1,               0.995,             0.91482,           0.0090595,            0.002475,          0.00023924,            0.002674,            0.002674,            0.002674
                 224,            0.014364,           0.0066999,          0.00045853,             0.99901,                   1,               0.995,             0.91351,           0.0089017,            0.002332,          0.00023997,            0.002641,            0.002641,            0.002641
                 225,            0.015181,           0.0057606,          0.00033205,             0.99911,                   1,               0.995,             0.91391,           0.0083622,           0.0022724,          0.00023947,            0.002608,            0.002608,            0.002608
                 226,             0.01412,           0.0058701,          0.00045446,             0.99909,                   1,               0.995,             0.90557,           0.0083631,           0.0022398,          0.00023301,            0.002575,            0.002575,            0.002575
                 227,             0.01442,           0.0055496,          0.00040441,             0.99901,                   1,               0.995,             0.91473,           0.0083426,           0.0022685,           0.0002247,            0.002542,            0.002542,            0.002542
                 228,            0.013953,           0.0061201,          0.00038564,             0.99901,                   1,               0.995,             0.91373,           0.0088959,           0.0022733,          0.00021755,            0.002509,            0.002509,            0.002509
                 229,            0.015166,            0.005918,          0.00038046,             0.99896,                   1,               0.995,               0.909,           0.0087371,           0.0022529,          0.00021288,            0.002476,            0.002476,            0.002476
                 230,            0.015106,           0.0062845,          0.00027033,             0.99899,                   1,               0.995,             0.91333,           0.0086689,           0.0023028,          0.00020949,            0.002443,            0.002443,            0.002443
                 231,            0.014476,           0.0064921,          0.00044209,             0.99901,                   1,               0.995,             0.90514,           0.0087358,           0.0023243,          0.00021041,             0.00241,             0.00241,             0.00241
                 232,            0.014555,           0.0065799,          0.00029847,             0.99907,                   1,               0.995,             0.90927,           0.0085547,           0.0023292,          0.00020773,            0.002377,            0.002377,            0.002377
                 233,            0.014129,           0.0059309,          0.00036711,             0.99915,                   1,               0.995,             0.91205,           0.0084676,            0.002308,          0.00020241,            0.002344,            0.002344,            0.002344
                 234,            0.014653,            0.005967,          0.00051942,             0.99912,                   1,               0.995,             0.90911,           0.0084731,           0.0022513,          0.00019687,            0.002311,            0.002311,            0.002311
                 235,             0.01376,           0.0058866,          0.00037582,             0.99905,                   1,               0.995,             0.91367,           0.0086417,           0.0023273,          0.00019183,            0.002278,            0.002278,            0.002278
                 236,            0.013636,           0.0056845,          0.00036229,             0.99905,                   1,               0.995,             0.92149,           0.0082791,            0.002226,          0.00019124,            0.002245,            0.002245,            0.002245
                 237,            0.014044,           0.0058842,          0.00047579,             0.99896,                   1,               0.995,             0.91828,           0.0084052,           0.0021738,          0.00019131,            0.002212,            0.002212,            0.002212
                 238,            0.013465,           0.0055123,          0.00028808,             0.99886,                   1,               0.995,             0.91562,           0.0085549,            0.002222,          0.00019051,            0.002179,            0.002179,            0.002179
                 239,            0.013895,           0.0064949,          0.00033253,             0.99883,                   1,               0.995,             0.91316,           0.0085435,           0.0022701,          0.00018952,            0.002146,            0.002146,            0.002146
                 240,            0.013158,           0.0058034,          0.00024377,             0.99884,                   1,               0.995,             0.92438,           0.0082082,           0.0022622,          0.00018678,            0.002113,            0.002113,            0.002113
                 241,            0.013332,            0.005156,          0.00030421,             0.99891,                   1,               0.995,             0.92268,           0.0082317,           0.0022121,          0.00018516,             0.00208,             0.00208,             0.00208
                 242,            0.013162,            0.005438,          0.00024945,             0.99879,                   1,               0.995,              0.9259,           0.0083762,           0.0022225,           0.0001854,            0.002047,            0.002047,            0.002047
                 243,            0.014137,           0.0057293,           0.0002617,             0.99894,                   1,               0.995,             0.93534,           0.0079302,           0.0021479,           0.0001879,            0.002014,            0.002014,            0.002014
                 244,            0.012747,           0.0056974,          0.00027886,             0.99893,                   1,               0.995,             0.94016,           0.0075688,           0.0021075,          0.00018969,            0.001981,            0.001981,            0.001981
                 245,            0.013281,           0.0055288,           0.0003617,             0.99898,                   1,               0.995,             0.92964,            0.007559,             0.00216,          0.00019087,            0.001948,            0.001948,            0.001948
                 246,            0.013015,            0.005015,          0.00023248,              0.9991,                   1,               0.995,             0.94114,            0.007228,           0.0020673,          0.00018928,            0.001915,            0.001915,            0.001915
                 247,            0.013104,           0.0052276,           0.0002435,             0.99922,                   1,               0.995,             0.93994,           0.0072124,           0.0020012,          0.00018679,            0.001882,            0.001882,            0.001882
                 248,            0.012457,           0.0053793,          0.00018872,             0.99919,                   1,               0.995,             0.94043,           0.0070715,           0.0019766,          0.00018589,            0.001849,            0.001849,            0.001849
                 249,            0.013748,           0.0066421,          0.00052919,             0.99936,                   1,               0.995,             0.94203,           0.0072212,           0.0019768,          0.00018292,            0.001816,            0.001816,            0.001816
                 250,            0.013487,           0.0052623,          0.00047892,             0.99928,                   1,               0.995,             0.93351,           0.0073941,            0.001977,          0.00018104,            0.001783,            0.001783,            0.001783
                 251,            0.012248,           0.0052909,          0.00029979,              0.9991,                   1,               0.995,              0.9325,           0.0073183,           0.0019575,          0.00018068,             0.00175,             0.00175,             0.00175
                 252,            0.013081,           0.0056204,           0.0002444,             0.99909,                   1,               0.995,             0.93176,            0.007247,           0.0019466,          0.00018024,            0.001717,            0.001717,            0.001717
                 253,            0.012967,           0.0061657,          0.00033273,             0.99906,                   1,               0.995,             0.93262,           0.0074558,           0.0019787,          0.00017928,            0.001684,            0.001684,            0.001684
                 254,            0.012488,           0.0063904,          0.00028095,             0.99908,                   1,               0.995,             0.93302,           0.0075463,            0.002001,           0.0001779,            0.001651,            0.001651,            0.001651
                 255,            0.012348,           0.0052827,          0.00032451,             0.99906,                   1,               0.995,             0.93258,           0.0080881,           0.0020686,          0.00017392,            0.001618,            0.001618,            0.001618
                 256,            0.013435,           0.0060939,          0.00025398,             0.99907,                   1,               0.995,             0.93127,           0.0076635,           0.0020087,          0.00016929,            0.001585,            0.001585,            0.001585
                 257,            0.012097,             0.00574,          0.00024601,             0.99909,                   1,               0.995,             0.93095,           0.0076835,           0.0020211,          0.00016416,            0.001552,            0.001552,            0.001552
                 258,            0.011985,           0.0051832,          0.00022697,             0.99914,                   1,               0.995,              0.9404,           0.0074964,           0.0019888,          0.00016132,            0.001519,            0.001519,            0.001519
                 259,            0.012365,           0.0050041,          0.00024116,             0.99918,                   1,               0.995,             0.93989,           0.0074936,           0.0020017,           0.0001576,            0.001486,            0.001486,            0.001486
                 260,            0.011411,           0.0050935,          0.00019895,             0.99923,                   1,               0.995,             0.94327,           0.0075004,           0.0020077,          0.00015479,            0.001453,            0.001453,            0.001453
                 261,            0.012899,           0.0050379,          0.00040286,             0.99917,                   1,               0.995,             0.93616,           0.0076312,           0.0020409,          0.00015212,             0.00142,             0.00142,             0.00142
                 262,            0.013023,           0.0055005,          0.00042798,             0.99916,                   1,               0.995,             0.94178,           0.0073565,           0.0020088,           0.0001481,            0.001387,            0.001387,            0.001387
                 263,            0.012167,           0.0052035,           0.0004106,              0.9991,                   1,               0.995,             0.93912,           0.0071848,           0.0020092,          0.00014535,            0.001354,            0.001354,            0.001354
                 264,            0.013103,           0.0059096,          0.00044674,             0.99907,                   1,               0.995,             0.94249,           0.0070319,            0.001989,          0.00014322,            0.001321,            0.001321,            0.001321
                 265,             0.01152,            0.004953,          0.00046986,             0.99907,                   1,               0.995,              0.9393,           0.0075801,           0.0020467,          0.00014177,            0.001288,            0.001288,            0.001288
                 266,            0.011339,           0.0051406,          0.00027446,             0.99924,                   1,               0.995,             0.94395,            0.007029,           0.0019445,          0.00014031,            0.001255,            0.001255,            0.001255
                 267,            0.011548,           0.0049976,          0.00022766,             0.99916,                   1,               0.995,              0.9377,           0.0072862,           0.0019787,          0.00014007,            0.001222,            0.001222,            0.001222
                 268,            0.011679,           0.0046982,          0.00020661,             0.99911,                   1,               0.995,             0.95444,           0.0068821,           0.0019347,          0.00013882,            0.001189,            0.001189,            0.001189
                 269,            0.011232,           0.0055631,          0.00027688,              0.9991,                   1,               0.995,             0.95124,           0.0067222,           0.0018808,           0.0001366,            0.001156,            0.001156,            0.001156
                 270,            0.010785,           0.0052569,          0.00018543,              0.9991,                   1,               0.995,             0.95275,           0.0066477,           0.0018323,          0.00013337,            0.001123,            0.001123,            0.001123
                 271,            0.012217,           0.0066934,          0.00026293,             0.99914,                   1,               0.995,             0.95795,           0.0067452,           0.0018536,           0.0001293,             0.00109,             0.00109,             0.00109
                 272,             0.01174,            0.005719,          0.00021948,             0.99924,                   1,               0.995,             0.95978,           0.0068615,           0.0018564,          0.00012625,            0.001057,            0.001057,            0.001057
                 273,            0.011615,           0.0050237,          0.00033436,             0.99921,                   1,               0.995,             0.95454,           0.0071666,           0.0019001,          0.00012364,            0.001024,            0.001024,            0.001024
                 274,            0.012715,           0.0053117,           0.0010509,             0.99922,                   1,               0.995,             0.96376,           0.0068221,            0.001852,          0.00012228,            0.000991,            0.000991,            0.000991
                 275,            0.011485,           0.0054964,          0.00027096,              0.9992,                   1,               0.995,             0.95663,           0.0068017,           0.0018314,          0.00012042,            0.000958,            0.000958,            0.000958
                 276,            0.012677,            0.005628,          0.00035693,              0.9991,                   1,               0.995,             0.96241,           0.0065625,           0.0017906,          0.00011942,            0.000925,            0.000925,            0.000925
                 277,            0.010947,           0.0045387,          0.00017086,             0.99904,                   1,               0.995,             0.96273,           0.0064546,           0.0017872,           0.0001184,            0.000892,            0.000892,            0.000892
                 278,            0.011589,           0.0051966,          0.00019537,             0.99902,                   1,               0.995,             0.95893,           0.0064985,            0.001793,          0.00011825,            0.000859,            0.000859,            0.000859
                 279,            0.012331,           0.0056362,          0.00035655,             0.99902,                   1,               0.995,             0.95974,           0.0064093,           0.0018164,          0.00011649,            0.000826,            0.000826,            0.000826
                 280,            0.013039,           0.0050781,          0.00048074,             0.99904,                   1,               0.995,             0.96077,           0.0063159,           0.0018225,           0.0001152,            0.000793,            0.000793,            0.000793
                 281,            0.011268,           0.0050533,          0.00025491,             0.99899,                   1,               0.995,             0.95684,           0.0063665,           0.0018149,          0.00011202,             0.00076,             0.00076,             0.00076
                 282,            0.010777,            0.005328,          0.00019724,             0.99904,                   1,               0.995,             0.96355,           0.0062101,           0.0017859,           0.0001107,            0.000727,            0.000727,            0.000727
                 283,            0.010802,           0.0049519,          0.00013452,             0.99907,                   1,               0.995,             0.96144,           0.0062647,           0.0017761,          0.00010893,            0.000694,            0.000694,            0.000694
                 284,            0.011947,           0.0059259,          0.00024851,             0.99908,                   1,               0.995,             0.96826,           0.0063772,           0.0017882,          0.00010711,            0.000661,            0.000661,            0.000661
                 285,              0.0111,           0.0052046,          0.00018252,              0.9991,                   1,               0.995,              0.9633,           0.0063398,           0.0017976,          0.00010531,            0.000628,            0.000628,            0.000628
                 286,            0.010882,           0.0049876,          0.00019754,             0.99911,                   1,               0.995,              0.9697,            0.006097,           0.0017624,          0.00010323,            0.000595,            0.000595,            0.000595
                 287,            0.010876,           0.0053113,          0.00024203,              0.9991,                   1,               0.995,             0.96914,           0.0060025,           0.0017671,          0.00010234,            0.000562,            0.000562,            0.000562
                 288,            0.010968,           0.0056632,          0.00033268,              0.9991,                   1,               0.995,              0.9692,           0.0059514,            0.001765,          0.00010084,            0.000529,            0.000529,            0.000529
                 289,             0.01068,            0.004795,          0.00017007,             0.99912,                   1,               0.995,             0.97344,           0.0059445,           0.0017563,          9.8486e-05,            0.000496,            0.000496,            0.000496
                 290,            0.010696,           0.0051243,          0.00025876,             0.99913,                   1,               0.995,             0.97293,            0.006009,           0.0017663,          9.7685e-05,            0.000463,            0.000463,            0.000463
                 291,            0.010923,           0.0045997,          0.00027482,             0.99911,                   1,               0.995,             0.96843,           0.0060701,           0.0017885,          9.6284e-05,             0.00043,             0.00043,             0.00043
                 292,           0.0098274,           0.0048705,          0.00014154,              0.9991,                   1,               0.995,             0.96942,           0.0059385,           0.0017675,          9.5029e-05,            0.000397,            0.000397,            0.000397
                 293,            0.011239,           0.0051142,           0.0002401,              0.9991,                   1,               0.995,             0.97348,           0.0058234,           0.0017429,          9.4046e-05,            0.000364,            0.000364,            0.000364
                 294,            0.010423,           0.0046796,           0.0003164,              0.9991,                   1,               0.995,             0.97139,            0.005702,            0.001731,          9.2921e-05,            0.000331,            0.000331,            0.000331
                 295,             0.01207,           0.0058014,          0.00015713,             0.99911,                   1,               0.995,             0.97073,           0.0057657,           0.0017339,          9.2137e-05,            0.000298,            0.000298,            0.000298
                 296,            0.010358,            0.005303,          0.00018826,              0.9991,                   1,               0.995,              0.9731,           0.0057029,           0.0017295,          9.1398e-05,            0.000265,            0.000265,            0.000265
                 297,            0.010647,           0.0051269,          0.00018265,             0.99911,                   1,               0.995,             0.97535,           0.0056884,           0.0017277,          9.0626e-05,            0.000232,            0.000232,            0.000232
                 298,            0.010223,           0.0047637,          0.00024919,             0.99911,                   1,               0.995,             0.97598,           0.0056504,           0.0017205,          9.0143e-05,            0.000199,            0.000199,            0.000199
                 299,            0.011092,           0.0054777,          0.00028809,             0.99912,                   1,               0.995,             0.97729,            0.005601,           0.0017114,          8.9261e-05,            0.000166,            0.000166,            0.000166
